Name,Cost,Score rating,Number rating,Comment user
Samsung Smart TV QLED QA75Q65A,23.900.000₫,4.6,25,"['Tivi đẹp, giá cả hợp lý bền nữa là OK/n', 'Cảm ơn/n', 'Ok/n', 'Ok/n', 'Hình ảnh tốt, bộ xử lý mạnh mẻ,đầy đủ các app giải trí ..../n', 'Tốt/n', 'TV sử dụng bình thường, dùng quen rồi, màu sắc hình ảnh bình thường vẫn vậy, có 1 2 hôm mở lên thì hơi bị nhiễu, nhảy nhảy hình ảnh, tắt rồi bật lại thì hết, âm thanh rõ, thiết kế cũng đẹp, sẵn sàng giới thiệu sản phẩm/n', 'sản phẩm nói chung là được, sử dụng tốt, màu sắc hình ảnh đẹp được, âm thanh rõ, sử dụng mượt ổn định, thiết kế đẹp, sẵn sàng giới thiệu sản phẩm/n', 'sản phẩm xài cũng bình thường tốt, màu sắc hình ảnh hiện tại sắc nét đẹp, âm thanh rõ, được tốt, hoạt động nói chung là tốt, thiết kế đẹp, sẵn sàng giới thiệu sản phẩm/n', 'sản phẩm xài được tốt, lúc mới mua bấm thì nhạy còn hiện tại thì không được nhạy lắm, màu sắc hình ảnh đẹp, âm thanh được to, hoạt động mượt, thiết kế đẹp nhưng cái chân thì không được đẹp lắm, nên đổi sang loại chân 2 bên thì đẹp hơn chân giữa, sẵn sàng giới thiệu sản phẩm/n', 'sản phẩm ok, màu sắc hình ảnh được, âm thanh ok, hoạt động mượt được không có vẫn đề gì, thiết kế được đẹp, sẵn sàng giới thiệu sản phẩm/n', 'sản phẩm ok, hiện tại vẫn ok còn sau này thì chưa biết, màu sắc hình ảnh cũng giống như ban đầu thôi chưa có gì thay đổi, TV sử dụng mượt, âm thanh ok, thiết kế cũng giống những máy khác, được, sẵn sàng giới thiệu sản phẩm/n', 'sản phẩm tốt, màu sắc hình ảnh tốt, âm thanh tốt, hoạt động không có vẫn đề gì, thiết kế đẹp, sẵn sàng giới thiệu sản phẩm/n', 'TV đang sử dụng thì tự nhiên tắt ngang, hoặc bị đứng màn hình, màu sắc hình ảnh cũng được, đẹp, âm thanh nghe nhỏ quá, sử dụng tương đối mượt mà, thiết kế đẹp nhưng cái phần viền màn hình nhìn giống như bị hở, sẵn sàng giới thiệu sản phẩm/n', 'sản phẩm mới dùng bình thường, màu sắc hình ảnh nói chung thì ok, âm thanh nghe rõ mà hơi nhỏ, sử dụng nói chung là mượt, thiết kế cũng ok, sẵn sàng giới thiệu sản phẩm/n', 'sản phẩm nói chung thì hiện tại vẫn chưa có gì, vẫn tốt, màu sắc hình ảnh được tốt, âm thanh được, sử dụng mượt bình thường, sẵn sàng giới thiệu sản phẩm/n', 'sản phẩm nói chung là tốt, chưa có gì, màu sắc hình ảnh cũng được, âm thanh rõ, sử dụng mượt, bình thường, thiết kế tạm ổn, sẵn sàng giới thiệu sản phẩm/n', 'sản phẩm dùng tốt không có gì, màu sắc hình ảnh đẹp, âm thanh rõ, thiết kế đẹp, sẵn sàng giới thiệu sản phẩm, sử dụng mượt/n', 'sản phẩm dùng tiện lợi, màu sắc hình ảnh cũng đẹp, âm thanh nghe rõ, chạy mượt mà, thiết kế cũng đẹp, viền mỏng, sẵn sàng giới thiệu sản phẩm/n', 'sản phẩm cũng bình thường, màu sắc hình ảnh nói chung thì cho mấy đứa nhỏ sử dụng chứ mình cũng không để ý, âm thanh cũng được, sử dụng cũng ổn mượt không có gì, thiết kế mỗi sản phẩm sẽ có cái khác nhau nên không đánh giá được, sẵn sàng giới thiệu sản phẩm/n']"
Samsung Smart TV Crystal UHD UA50BU8000,11.900.000₫,4.2,34,"['Rất tôt tivi xem nét ổn định wifi ./n', 'Băt wifi yếu/n', 'Siêu nhanh hết pin. Ngày đầu mua điều khiển còn dùng đc 3 ngày. Những ngày sau hnao cũng phải sạc 1-2 lần. Mặc dù tần suất vs thời gian dùng cực kì ít 🤯/n', 'Ok.tạm ổn để xem thêm một thời gian/n', 'Hình ảnh tốt/n', 'Sản phẩm tốt/n', 'tot/n', 'Rất tốt/n', 'Màu sắc hình ảnh đẹp/n', 'Mới sử dụng nên ti vi hoạt động thấy rất ổn👍/n', 'Rất ok/n', 'Rất tốt/n', 'Tivi/n', 'Sp rất tốt/n', 'Tốt/n', 'Điều khiển hết điện quá nhanh, mới mua được hơn 1 tháng mà ngày nào cũng phải nạp/n', 'tốt/n', '/n', '/n', '/n']"
Samsung Smart TV UA32T4300,6.400.000₫,4.0,65,"['Ti vi bị hư màn hình xài phí tiền mau hỏng/n', 'Âm thanh hơi nhỏ./n', 'Hình ảnh sắt nét dễ sử dụng/n', 'OK tốt/n', 'Lúc giao tivi mới mạch lcd bị trắng 4 viền và sọc nền panel kỹ thuật thấy cũng ko báo khách để nhận xong qua làm biên bản xác định lỗi 3 ngày hãng bảo gọi mà ko liên lạc được. Dù cả ngày ko thấy cuộc gọi nhỡ nào./n', 'Tôi rất không hài lòng với sản phẩm sản phẩm này. Vì vừa mua được vài ngày đã chết màn hình. Lần sau Tôi không biết tin vào đâu nữa./n', 'Sản phẩm tốt/n', 'Tốt/n', 'Rất tốt/n', 'Sản phẩm đẹp phù hợp túi tiền, nhược điểm là ko có điều khiển giọng nói hơi bất tiện xíu/n', '- tv tốt , nhân viên tư vấn nhiệt tình , thợ lắp tv rất thân thiện , vô cùng hài lòng/n', 'Sản phẩm không như mong đợi./n', 'Màu sắc đều đẹp/n', 'Giá rẻ dùng tốt/n', 'Đẹp, giá cả hợp lý/n', 'Tv xài ok.nhân viên giao hàng bảo trì nhiệt tình.tks/n', 'Tôi rất hài lòng....Ngày Lễ 2- 9....nhân viên nhiệt tình giao Tivi mới ngay...kg để tôi phải chờ đợi....thanks....tất cả/n', 'âm thanh hơi nhỏ. Tivi bắt wifi nhanh/n', 'tivi sử dụng tốt/n', 'sản phẩm tốt/n']"
Samsung Smart TV Crystal UHD UA50BU8500,13.900.000₫,4.6,23,"['mình dùng mới đc 9 tháng thì màn bị kẻ ngang. gọi tổng đài bảo hành nhiều mà chưa đc/n', 'Không sử dung youtube đuoc điều khiển bang âm thanh/n', 'Rất thích/n', 'Sản phẩm dùng rất tốt/n', 'Sản phẩm tốt/n', 'Sản phẩm tốt/n', 'Tốt/n', 'Rất tốt/n', 'Khuyến mại lớn nên mua .ngon bổ rẻ/n', 'Sản phẩm rất tốt/n', 'Ok/n', 'Tốt/n', 'Hình ảnh rất đẹp/n', 'OK/n', 'Ok/n', 'Ok👌👌👌/n', 'Sản phẩm tốt/n', 'Tivi mẫu mới hình ảnh sắc nét.tại mới mua chưa biết kết quả ntn.mà có 1đều là 50 inch so với sonny 48 inch cái củ ở nhà còn nhỏ hơn nữa/n', '/n', '/n']"
Samsung Smart TV QLED QA85Q60B,29.990.000₫,4.6,14,"['Tivi đẹp, hoạt động mượt/n', 'Tốt/n', 'rất tuyệt vời. Nhân viên lắp đặt nhanh nhẹn, tư vấn nhiệt tình/n', 'Sản phẩm tốt/n', 'Tv mượt. Màn hình to coi sướng/n', 'Đẹp , sắc nét , sống động./n', 'Tốt/n', 'Sử dụng rất tốt/n', 'Ok/n', '😊/n', 'mới mua được 1 tuần , rớt giá còn tặng máy giặt Ôi đau quá đa/n', '/n', '/n', '/n']"
Samsung Smart TV QLED QA75Q60B,23.490.000₫,4.7,21,"['Very good/n', 'Hiện tại tốt/n', 'Rất tốt. Nhân viên de thương/n', 'Ok/n', 'Tivi rất tốt.nhân viên giao hàng vui ve/n', 'Sản phẩm dùng rất tốt. Nhân viên phục vụ tận tình/n', 'Giao hàng nhanh, bv nhiệt tình/n', 'Tivi samsung QLED 75inch mẫu 2022 thiết kế mẫu đẹp sang trọng viền siêu mỏng.chất lượng thì sau thời gian sử dụng mới biết được ntn/n', 'Chất lượng tivi tốt, chất lượng phục vụ càng tốt hơn./n', 'Lâm hồng hưng/n', 'Rất tốt/n', '/n', '/n', '/n', '/n', '/n', '/n', '/n', '/n', '/n']"
Samsung Smart TV QLED QA75Q80C,45.900.000₫,4,5,"['Màn hình ti vi toả nhiệt rất là nóng nhưng kỹ thuật lại báo bình thường./n', '/n', '/n', '/n', '/n']"
Samsung Smart TV UA32T4500,6.900.000₫,4.3,101,"['Ti vi sử dụng ổn nhà mọi người/n', 'Nhìn chung tivi ổn trong tầm giá , chế độ bảo hành nên hơn 1 tháng thì tốt hơn nhiều/n', 'Tôi mua online săn giá ưu đãi, phát hiện tivi bị lỗi liền liên hệ tổng đài, bảo hành đến kiểm tra xong hẹn đổi máy mới, đến hẹn lại nói không có hàng. Yêu cầu ra cửa hàng gần nhất để thương lượng đổi máy mới, quản lý cửa hàng yêu cầu khách hàng tự liên hệ tổng đài giải quyết, không đứng ra phục vụ khách hàng, đùng đẩy trách nhiệm cho nhau. Nản. Còn nói Chị mua online là mua hàng tồn WHAT. Mong Điện máy xanh đổi máy cho tôi đúng như đã hẹn./n', 'Tốt trong tầm giá, hình ảnh rõ, âm thanh lớn. Nên mua. Đủ tài chính nên mua 43inch trở lên/n', 'Ok/n', 'Anh nhân viên mang nhầm mẫu tv trưng bày nhưng anh rất nhiệt tình dù trời tối đã trễ đã chạy lên lại và chạy xuống giao tận nhà rất hài lòng trước chính sách điện máy xanh và sẽ ủng hộ nhiều sản phẩm/n', 'Ok..ổn/n', 'Mới mà admin ơi. Tạm ổn tới giờ này. Tks bạn/n', 'Thấy tạm ổn/n', 'Sản phẩm tốt nhân viên tư vấn nhiệt tình vui vẻ/n', 'Ok/n', 'Rất hài lòng về sp này. Nhân viên cải đặt tận tình. Rất cảm ơn/n', 'Hoạt động mượt mà, nhận giọng nói tốt, màu sắc đẹp. Nói chung là ok!/n', 'Hiển thị chậm./n', 'Tốt/n', 'Sản phẩm ok/n', 'Giao hàng đúng hẹn, nhân viên nhiệt tình/n', 'Cũng được OK/n', 'Tốt/n', 'Ok/n']"
Samsung Smart TV UA43T6500,8.400.000₫,4.1,48,"['Hiện tại thì oke lâu dài k biết có bền k/n', 'Rất OK nhe/n', 'Tuyệt vời/n', 'sản phẩm tốt xài ổn/n', 'Sản phẩm ok/n', 'Chào ĐMX Hiện tại tivi Sam Sung mình bị hỏng hơn 2 tuần rồi mà vẫn chưa được xử lý mặc dù đã thông báo gọi điện và gửi tin nhắn trang Zalo và trang đánh giá sản phẩm. Nhưng tới thời điểm hiện tại cái mình nhận được kết quả bằng 0 tại sao mình nói như vậy là có lý do tivi Sam Sung của mình hỏng hơn 2 tuần rồi mình cũng gọi điện báo lên tổng đài đmx nhắn tin thông báo qua Zalo và trang khiếu nại nữa đều có nhiên viên liên hệ nhận thông tin và hướng sẽ làm việc với Sam Sung sớm cho trường hợp này. Mình chờ mỏi mòn và nhận lại cái feedback của nhân viên kỹ thuật Sam Sung báo rằng tivi anh hết hạn bảo hành ngày 30.06.2023 tôi nói ngày 30.06.2023 là ngày đmx giao hàng và gửi tôi file đính kèm bên dưới là thông tin đmx gửi cho Sam Sung. Tôi không hiểu luôn trên trang web đmx ghi bảo hành 1 tháng đối với hàng trưng bày tuy nhiên trong phiếu bảo hành ghi 1 ngày là sao Tôi không hiểu Hy vọng trong hôm nay tôi sẽ trực điện thoại chờ nhân viên đmx liên hệ và xử lý dứt điểm trường hợp này. Vì tôi mất quá nhiều thời gian vào cái mà đối với tôi cực kỳ basical.Tôi sử dụng 2 sdt xxxx121143 xxxx838936Thanks/n', 'Mới dùng thấy khá ok/n', 'Tốt/n', 'Sp tốt./n', 'Tốt/n', 'Hình ảnh âm thanh đạt yêu cầu/n', 'Nhân viên phục vụ quá tốt, tận tâm!/n', 'Ok/n', 'Máy chạy mượt , ngon/n', 'Chức năng mượt. Ok/n', 'Ok/n', 'Rất tuyệt vời. Sản phẩm chất lượng/n', 'Tạm được thôi/n', 'Tv dòng này ace mình đừng mua nhé vô app mp3 nó bị đứng hình như ảnh nhé/n', 'H/n']"
Samsung Smart TV QLED QA65QN90B,44.900.000₫,4,11,"['Dien máy xanh đánh mất lòng tin của khách hành. Tôi mua sản phẩm tv QA65QN90B hàng mới nhưng ĐMX lại bản cho tôi tv cũ Vậy tôi đề Nghị ĐMX Có lời giải thích và bồi thường lại cho tôi theo Thoa thuan mua bán giữa tôi và ĐMX/n', 'Bình thường/n', 'Rat tot/n', 'Sản phẩm rất tốt và đẹp/n', 'Tivi dễ sử dụng, chất luoengj hình ảnh đẹp nét/n', 'Thực ra cũng ổn nhung khi mới mua về không có sách hướng dẫn điều chỉnh nên màu kg đẹp và kỹ thuật chỉnh chưa tối ưu . Nếu muốn hài lòng thì phải mất cả tháng mầy mò mới chỉnh được theo ý muốn được/n', 'Rất tốt/n', 'Màu sắc đẹp rõ nét/n', 'Sp tốt/n', '/n', '/n']"
Samsung Smart TV QLED Khung tranh QA65LS03B,29.900.000₫,4.5,11,"['Ti vi OK chất lượng hình ảnh tốt/n', 'Tivi bước đầu xài ổn rất tốt hy vọng sẽ ủng hộ Điện Máy Xanh nhiều mặt hàng khác nữa/n', 'Giới thiếu bạn bè sử dụng/n', 'Đẹp như tranh/n', 'Tuyệt/n', 'Rất đỉnh/n', 'Nv chưa cài mấy gói dvu dc tặng miễn phí/n', 'Quá ok/n', 'Tv săc net, am thanh hay/n', '/n', '/n']"
Samsung Smart TV QLED Khung tranh QA50LS03B,12.990.000₫,4.3,10,"['ok/n', 'ok/n', '😅😅😅/n', 'Sp ok/n', 'Tắt tivi hơi lâu/n', 'Good/n', 'Dmart Tivi khung Tranh màu sắc rất đẹp rỏ nét âm thanh tốt vào mạng rất nhanh/n', '/n', '/n', '/n']"
Samsung Smart TV QLED QA50Q60B,14.400.000₫,4.2,29,"['Phần nhận dạng tiếng nói bằng tiếng việt của bixby chưa chuẩn lắm./n', 'Quá tuyệt/n', 'Tư vấn hướng dẫn nhiệt tình/n', 'Tôi rất hài lòng/n', 'Chất lượng tốt, hình ảnh sắc nét màu sắc đẹp, kiểu dáng hiện đại nói chung là tốt./n', 'Xem hình màu ko đẹp/n', 'Sp ok/n', 'Hài lòng về sp/n', 'Ok/n', 'Hình ảnh rất OK/n', 'Rất tiểc... Sau khi xem 30 phút, tôi phải trả lại. Vì hình ảnh... Đã phải chịu mất phí 20% = 2.940.000/n', 'Tivi của tôi không cập nhật được phần mềm. Xin được hỗ trợ/n', 'hài lòng/n', 'Tốt/n', 'Tốt/n', 'Mới dùng nên chưa trải nghiệm hết được các chức năng. Màn hình sắc nét, âm thanh hơi nhỏ./n', '/n', '/n', '/n', '/n']"
Samsung Smart TV UA50AU7002,9.400.000₫,3.9,62,"['tivi đang gặp vấn đề lỗi màn hình/n', 'Không bền nhanh hỏng màn hình, đã phải thay màn hình/n', 'Xài được một năm thì bị sọc. Thất vọng/n', 'ok/n', 'Vừa mới đánh giá tốt xong thì màn bị sọc. Liên hệ bảo hành và được đổi qua cái khác. Hẹn giao trong 24h tiếp theo.Hãng lớn tivi hiện đại vậy mà sọc màn hình dễ dàng quá. Hơi thất vọng./n', 'Tốt./n', 'Tốt/n', 'Tốt/n', 'rat tot ak .nhiet tinh sp ok lắm ak/n', 'Mua từ 16/1/2023 chưa đc 1 năm đã đen xì màn hình rồi/n', 'Sản phẩm tốt/n', 'Ok/n', 'Mới mua đc 2 tháng đã nhảy loạn lên/n', 'ổn/n', 'Tốt/n', 'Hài lòng/n', 'Chiếc ti vi này tôi vừa mua xong đã xuất hiện mành mành trên màn hình rồi,tôi yêu cầu đổi ti vi khác./n', 'Màu sắc chói quá quá/n', 'Sản phẩm bình thường/n', 'Hình đẹp, âm thanh tốt. Ngon, bổ, rẻ, đáng đồng tiền/n']"
Samsung Smart TV QLED QA55Q80C,21.490.000₫,4.2,5,"['Hình ảnh, màu sắc nét/n', 'Hài lòng/n', '/n', '/n', '/n']"
Samsung Smart TV QLED QA75QN85B,46.790.000₫,5,4,"['ok/n', 'Nhân viên nhiệt tình, chất lượng sản phẩm tốt/n', 'Sản phẩm rất tốt dao hàng nhanh nhân viên nhiệt tình/n', '/n']"
Samsung Smart TV QLED QA55Q70B,18.900.000₫,4.4,24,"['Rất tốt ok nha/n', 'Sản phẩm cao cấp mà giá hợp lý hình ảnh đẹp màu sắc rất đẹp mọi chức năng sử dụng chi khoa học tiện lợi dễ dùng nói chung là nên mua/n', 'Tôi mua người giao hàng đến lắp ko thấy có tem điện máy xanh trên góc màn hình nhỉ, xem hơn tháng thấy rất lóa mắt/n', 'Tốt/n', 'Tốt/n', 'Dịch vụ tôt/n', 'Tốt/n', 'Giọng nói rất chậm. Và thường không tìm thấy/n', 'Sp tốt/n', 'Tôi đánh giá vừa lòng/n', 'Tốt/n', 'Sp dùng ok/n', 'Hình ảnh mờ , lem/n', 'tốt/n', 'Tôi thấy Sản phẩm dùng tốt/n', 'Tốt/n', '/n', '/n', '/n', '/n']"
Samsung Smart TV Crystal UHD UA85BU8000,36.890.000₫,4.7,10,"['Đẹp. Giao nhanh/n', 'Ok/n', 'Tốt/n', 'Chất lượng tốt/n', 'ok/n', 'Dùng ổn/n', 'Hình ảnh sắc nết. Kết nối Hdmi không dây điều OK. Khi nào có tài chính sẽ săm thêm 1 cái nữa. Cho đủ bộ/n', 'Tốt. Xài ổn đinh. Hình ảnh sắc nét/n', '/n', '/n']"
Samsung Smart TV QLED QA55QN90B,34.900.000₫,4.4,12,"['Tot/n', 'Màn hình đẹp. Dùng xem phim rất thích. Tạm thời khá hài lòng./n', 'Tivi sắc nét, độ phân giải cao, led tốt , phù hợp với giá tiền/n', 'Công tác phục vụ rứt tốt/n', 'Rất tốt/n', 'Ok/n', '/n', '/n', '/n', '/n', '/n', '/n']"
Samsung Smart TV QLED QA85QN85B,66.700.000₫,4.7,6,"['Toi Tôi cảm thấy máy hoạt động rất tốt/n', 'Tốt/n', 'Tôt, đẹp/n', 'Sản phẩm tuyệt vời/n', '/n', '/n']"
Samsung Smart TV QLED QA55QN85B,29.900.000₫,4.7,25,"['Tivi to đẹp, hình ảnh rỏ nét, âm thanh hay. Mua được với giá tốt, được tặng gói vieon vip 6 th xem được nhiều chương trình. Nhân viên giao hàng nhiệt tình hướng dẫn chu đáo. Rất hài lòng. Giờ đợi thời gian xem tivi có tốt không/n', 'Tốt/n', 'Rất tốt màn hình đẹp/n', 'Mới dùng. Cảm thấy rất tốt chưa biết về sau thế nào/n', 'Đã sử dụng được vài tháng, đến giờ vẫn ổn. Chất lượng âm thanh và hình ảnh tốt. Từ ich vụ tư vấn, giới thiệu DMX Le Hong Phong VTau đến giao và chăm sóc khách hàng DMX chuyên nghiệp./n', 'Rất tốt/n', 'Ti vi xem chất lượng hình ảnh âm thanh tốt riêng về màn hình quá nhanh hỏng và lỗi/n', 'Ok/n', 'Rất tốt/n', 'Độ tương phản đep, âm thanh hay, màu sắc nét/n', 'Sản phẩm này sử dụng tốt!/n', 'Tôi mua Tivi Neo QLED 4k 55inch Sámung QA55QN858 tôi Sài OK/n', 'Tốt/n', 'Sản phẩm dùng quá tuyệ vời/n', 'Sản phẩm rất tốt. Hài lòng/n', 'Tivi sài ok lắm loa rất to màn hình chất lượng tốt viền mỏng nhanh mượt, bị lỗi remove nhưng được hãng đổi cái mới. Không hài lòng về khung treo/n', '/n', '/n', '/n', '/n']"
Samsung Smart TV QLED QA55Q80B,23.400.000₫,3.8,32,"['Tivi mua về dùng 1 tuần lỗi quá nhiều. Sản phẩm còn trong box mà bụi lọt vào trắng xóa. Remote mất tín hiệu, tivi vào các app xem đc 1 lúc liên tục bị out ra tự nhiên tắt phụt r khởi động lại rất khó chịu yêu cầu DMX đổi sp khác, tôi mua tivi để Tết cả gia đình có cái xem chứ không phải mua cái bực mình. Bán hàng từ cái tâm chứ không phải sale xuống r bán hàng rỏm ntn. Bán hàng sale giá vẫn còn cao hơn các nơi khác tôi vẫn tin tưởng mua ở DMX vì nghĩ đây là nơi uy tín. Yêu cầu DMX mau giải quyết để GĐ tôi có tivi mới yên tâm xem Tết./n', 'Mình thấy tivi dùng 1 tháng kết nối wifi ko ổn định, cứ thi thoảng ít thôi lúc tắt đi bật lên thì mất kết nối wifi/n', 'Chất lượng sp tệ xài 12t hư màn hình . Dmx k hổ trợ ,nvbh hẹn 3/10 trả lời khách hàng nhưng đến nay t chưa nhận đc cuộc gọi. Chỉ biết hẹn và hẹn , hẹn 5 lần 7luọt k giải quyết./n', 'Hình ảnh gương mặt giả tạo không sâc nét/n', 'toi cam thay rat hai long ,nhung quang cao qua nhieu ,co cach nao chan bot duoc khong ??/n', 'hiện tại ổn/n', 'Tốt/n', 'Tốt/n', 'Đẹp , rổ nét , âm thanh hay/n', 'Ok tạm ổn trong tầm giá/n', 'Hình ảnh rất đẹp âm thanh tuyệt vời/n', 'Tốt/n', 'Tôi mới mua TV này tháng 01/2023. Nhưng nay lại bị hư remote, bấm không ăn, sạc pin không vào. Coi như cái TV thành 1 cục gạch. Đem ra cửa hàng thì nhân viên báo gửi về hãng bảo hành, thời gian bh 7-15 ngày và có thể 30 ngày nếu thiếu linh kiện. Tôi có hỏi trong thời gian chờ thì cửa hàng có remote khác để tôi sd tạm trong thời gian chờ không!? Thì nhận được câu trả lời là KHÔNG và TÔI PHẢI BỎ RA 80 NGHÌN ĐỂ MUA 1 CÁI REMOTE XÀI TẠM. Vậy sẽ ra sao nếu tôi không chịu bỏ tiền mua remote tạm, gia đình tôi phải ngồi xung quanh nhìn 1 cái màn hình đen thui ở giữa nhà à!? Vỗ tay cho cách phục vụ của các bạn, đây sẽ là lần cuối cùng tôi mua hàng ở ĐMX./n', 'Tốt/n', 'Khi thay đổi app xem thỉnh thoảng bị đứng, cần tắt đi mở lại/n', 'sản phẩm tốt/n', 'Sản phẩm ok/n', 'Oke/n', 'rất ok/n', 'Ok/n']"
Samsung Smart TV Crystal UHD UA55AU8100,11.200.000₫,4.4,396,"['Tivi em bị sọc giữa màn hình khônh biết có được bảo hành không ạ/n', 'Mua về chưa gì đã hư hỏng điều khiển tivi,báo lên thì gọi người này người kia giải quyết,cuối cùng 2 tuần chưa có điều khiển tivi mà chưa ai giải quyết luôn,còn đồi bán cho điều khiển tivi mới nữa chứ,quá tệ cho một hệ thống lớn,bán hàng mà có cái điều khiển tivi ko giải quyết đc thì hỏi khách hàng có tin tưởng để mua nữa ko,lần đâu mua onl quá thất vọng về cách xử lý khi hàng giao cho khách chưa dùng đã bị hư và hình như còn ko chịu trách nhiệm và ko xử lý cho khách,rất chán nản./n', 'Tivi mua ngày 3/5/2023 mà dừ điều khiển tivi bị hư có được bảo hành không ạ/n', 'Ok/n', 'Tôt/n', 'Nên mua nha mọi người , sản phẩm rất ok, nhân viên rất nhiệt tình, nhưng mình quên chụp ảnh lại,/n', 'Hài lòng/n', 'Vẫn ổn/n', 'Mình cần kết nối với FPT mà chưa kết nối được/n', 'Rất tệ/n', 'Dung ok/n', 'Sản phẩm rất đáng mua/n', 'Điều khiển giọng nói không được,/n', 'Nhân viên lắp đặt nhiệt tình/n', 'Hinh anh va âm thanh đep vơi tâm gia nay./n', 'TV rẻ và dùng tốt/n', 'Ok/n', 'mới mua ngày thứ 2 đã bị lỗi không mở màn hình được./n', 'Hiện tại rất tốt/n', 'Ngon lành/n']"
Samsung Smart TV QLED QA65Q80B,27.900.000₫,4.5,8,"['OK tivi xem rất tốt/n', 'Tốt/n', 'Rất tốt/n', 'Chuẫn/n', '/n', '/n', '/n', '/n']"
